conceptId	en	current_ru	status	suggested_ru	reason	source_basis
FMA13396	left scapula	Левый лопатка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA13397	serratus anterior	Передняя зубчатая мышца передняя	OK	Передняя зубчатая мышца передняя	checked: no structural quality flags	FMA; pattern consistency
FMA13398	right serratus anterior	Правый передняя зубчатая мышца передняя	FIX	Правая передняя зубчатая мышца передняя	laterality; lost_information	FMA; pattern consistency
FMA13399	left serratus anterior	Левый передняя зубчатая мышца передняя	FIX	Левая передняя зубчатая мышца передняя	laterality; lost_information	FMA; pattern consistency
FMA13400	serratus posterior	Передняя зубчатая мышца задняя	OK	Передняя зубчатая мышца задняя	checked: no structural quality flags	FMA; pattern consistency
FMA13401	serratus posterior superior	Передняя зубчатая мышца задняя верхняя	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13402	serratus posterior inferior	Передняя зубчатая мышца задняя нижняя	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13403	right serratus posterior superior	Правый передняя зубчатая мышца задняя верхняя	FIX	Правая передняя зубчатая мышца задняя верхняя	laterality; lost_information	FMA; pattern consistency
FMA13404	left serratus posterior superior	Левый передняя зубчатая мышца задняя верхняя	FIX	Левая передняя зубчатая мышца задняя верхняя	laterality; lost_information	FMA; pattern consistency
FMA13405	right serratus posterior inferior	Правый передняя зубчатая мышца задняя нижняя	FIX	Правая передняя зубчатая мышца задняя нижняя	laterality; lost_information	FMA; pattern consistency
FMA13406	left serratus posterior inferior	Левый передняя зубчатая мышца задняя нижняя	FIX	Левая передняя зубчатая мышца задняя нижняя	laterality; lost_information	FMA; pattern consistency
FMA13407	sternocleidomastoid	Грудино-ключично-сосцевидная мышца	OK	Грудино-ключично-сосцевидная мышца	checked: no structural quality flags	FMA; pattern consistency
FMA13408	right sternocleidomastoid	Правый грудино-ключично-сосцевидная мышца	FIX	Правая грудино-ключично-сосцевидная мышца	laterality; lost_information	FMA; pattern consistency
FMA13409	left sternocleidomastoid	Левый грудино-ключично-сосцевидная мышца	FIX	Левая грудино-ключично-сосцевидная мышца	laterality; lost_information	FMA; pattern consistency
FMA13410	subclavius	Подключичная мышца	OK	Подключичная мышца	checked: no structural quality flags	FMA; pattern consistency
FMA13411	left subclavius	Левый подключичная мышца	FIX	Левая подключичная мышца	laterality; lost_information	FMA; pattern consistency
FMA13412	right subclavius	Правый подключичная мышца	FIX	Правая подключичная мышца	laterality; lost_information	FMA; pattern consistency
FMA13413	subscapularis	Подлопаточная мышца	OK	Подлопаточная мышца	checked: no structural quality flags	FMA; pattern consistency
FMA13414	right subscapularis	Правый подлопаточная мышца	FIX	Правая подлопаточная мышца	laterality; lost_information	FMA; pattern consistency
FMA13415	left subscapularis	Левый подлопаточная мышца	FIX	Левая подлопаточная мышца	laterality; lost_information	FMA; pattern consistency
FMA13442	anterior segmental vein	Передняя сегментарная вена	OK	Передняя сегментарная вена	checked: no structural quality flags	FMA; pattern consistency
FMA13443	posterior segmental vein	Задняя сегментарный вена	OK	Задняя сегментарный вена	checked: no structural quality flags	FMA; pattern consistency
FMA13444	apical segmental vein	Верхушечная сегментарная вена	OK	Верхушечная сегментарная вена	checked: no structural quality flags	FMA; pattern consistency
FMA13445	superior segmental vein	Верхняя сегментарный вена	OK	Верхняя сегментарный вена	checked: no structural quality flags	FMA; pattern consistency
FMA13495	intervertebral disk of second thoracic vertebra	Межпозвоночное диск вторая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13500	intervertebral disk of third thoracic vertebra	Межпозвоночное диск третья грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13501	intervertebral disk of fourth thoracic vertebra	Межпозвоночное диск четвёртая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13502	intervertebral disk of fifth thoracic vertebra	Межпозвоночное диск пятая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13503	intervertebral disk of sixth thoracic vertebra	Межпозвоночное диск шестая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13504	intervertebral disk of seventh thoracic vertebra	Межпозвоночное диск седьмая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13505	intervertebral disk of eighth thoracic vertebra	Межпозвоночное диск восьмая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13506	intervertebral disk of ninth thoracic vertebra	Межпозвоночное диск девятая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13507	intervertebral disk of tenth thoracic vertebra	Межпозвоночное диск десятая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13508	intervertebral disk of eleventh thoracic vertebra	Межпозвоночное диск одиннадцатая грудная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13883	wall of atrium	Стенка предсердия	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA13884	wall of ventricle	Стенка желудочка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA13889	pituitary gland	Гипофиз	OK	Гипофиз	checked: no structural quality flags	FMA; pattern consistency
FMA13894	intervertebral disk of lumbar vertebra	Межпозвоночное диск поясничная позвонок	OK	Межпозвоночное диск поясничная позвонок	checked: no structural quality flags	FMA; pattern consistency
FMA13895	intervertebral disk of cervical vertebra	Межпозвоночное диск шейная позвонок	OK	Межпозвоночное диск шейная позвонок	checked: no structural quality flags	FMA; pattern consistency
FMA13896	intervertebral disk of third cervical vertebra	Межпозвоночное диск третья шейная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13897	intervertebral disk of fourth cervical vertebra	Межпозвоночное диск четвёртая шейная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13898	intervertebral disk of fifth cervical vertebra	Межпозвоночное диск пятая шейная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13899	intervertebral disk of sixth cervical vertebra	Межпозвоночное диск шестая шейная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13900	intervertebral disk of seventh cervical vertebra	Межпозвоночное диск седьмая шейная позвонок	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13912	ventricular branch of right coronary artery	Желудочковая ветвь правый коронарная артерия	FIX	Желудочковая ветвь Правая коронарная артерия	laterality	FMA; pattern consistency
FMA13914	anterior branch of anterior interventricular branch of left coronary artery	Передняя ветвь передней межжелудочковой ветви левой коронарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA13921	branch of anterior interventricular branch of left coronary artery	Ветвь передней межжелудочковой ветви левой коронарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14065	organ component	Орган компонент	OK	Орган компонент	checked: no structural quality flags	FMA; pattern consistency
FMA14092	zone of small intestine	Зона малая кишка	OK	Зона малая кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14177	bronchial branch of arch of aorta	Бронхиальная ветвь дуга аорта	OK	Бронхиальная ветвь дуга аорта	checked: no structural quality flags	FMA; pattern consistency
FMA14284	venous tree organ	Венозная дерево орган	OK	Венозная дерево орган	checked: no structural quality flags	FMA; pattern consistency
FMA14293	tributary of internal thoracic vein	Приток внутренняя грудная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14294	tributary of azygos vein	Приток непарная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14309	subsegmental part of apical segmental vein	Субсегментарный часть верхушечная сегментарный вена	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14310	subsegmental part of anterior segmental vein	Субсегментарный часть передняя сегментарный вена	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14317	tributary of external jugular vein	Приток наружная яремная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14319	suprascapular vein	надлопаточная вена	OK	надлопаточная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14329	trunk of portal vein	Туловище воротная вена	OK	Туловище воротная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14331	splenic vein	Селезёночная вена	OK	Селезёночная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14332	superior mesenteric vein	Верхняя брыжеечная вена	OK	Верхняя брыжеечная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14333	common iliac vein	Общая подвздошная вена	OK	Общая подвздошная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14334	renal vein	Почечная вена	OK	Почечная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14335	right renal vein	Правый почечная вена	FIX	Правая почечная вена	laterality; lost_information	FMA; pattern consistency
FMA14336	left renal vein	Левый почечная вена	FIX	Левая почечная вена	laterality; lost_information	FMA; pattern consistency
FMA14337	hepatic vein	Печёночная вена	OK	Печёночная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14338	right hepatic vein	Правый печёночная вена	FIX	Правая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA14339	left hepatic vein	Левый печёночная вена	FIX	Левая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA14340	middle hepatic vein	Средняя печёночная вена	OK	Средняя печёночная вена	checked: no structural quality flags	FMA; pattern consistency
FMA14341	right testicular vein	Правый яичковая вена	FIX	Правая яичковая вена	laterality; lost_information	FMA; pattern consistency
FMA14343	right suprarenal vein	Правый надпочечниковая вена	FIX	Правая надпочечниковая вена	laterality; lost_information	FMA; pattern consistency
FMA14344	testicular vein	Яичковая вена	OK	Яичковая вена	checked: no structural quality flags	FMA; pattern consistency
FMA14345	left testicular vein	Левый яичковая вена	FIX	Левая яичковая вена	laterality; lost_information	FMA; pattern consistency
FMA14348	suprarenal vein	Надпочечниковая вена	OK	Надпочечниковая вена	checked: no structural quality flags	FMA; pattern consistency
FMA14349	left suprarenal vein	Левый надпочечниковая вена	FIX	Левая надпочечниковая вена	laterality; lost_information	FMA; pattern consistency
FMA14495	segment of liver	Сегмент печень	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14539	cystic duct	Пузырная проток	OK	Пузырная проток	checked: no structural quality flags	FMA; pattern consistency
FMA14540	segment of large intestine	Сегмент большая кишка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14542	appendix	Червеобразный отросток	OK	Червеобразный отросток	checked: no structural quality flags	FMA; pattern consistency
FMA14544	rectum	Прямая кишка	OK	Прямая кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14545	ascending colon	Восходящая ободочная кишка	OK	Восходящая ободочная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14546	transverse colon	Поперечная ободочная кишка	OK	Поперечная ободочная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14547	descending colon	Нисходящая ободочная кишка	OK	Нисходящая ободочная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14643	mesentery of small intestine	Брыжейка малая кишка	OK	Брыжейка малая кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14645	mesentery of large intestine	Брыжейка большая кишка	OK	Брыжейка большая кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14647	transverse mesocolon	Поперечная ободочная брыжейка	OK	Поперечная ободочная брыжейка	checked: no structural quality flags	FMA; pattern consistency
FMA14668	common hepatic duct	Общая печёночная проток	OK	Общая печёночная проток	checked: no structural quality flags	FMA; pattern consistency
FMA14669	right hepatic duct	Правый печёночная проток	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14670	left hepatic duct	Левый печёночная проток	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14678	extrahepatic bile duct	Внепечёночный желчный проток	OK	Внепечёночный желчный проток	checked: no structural quality flags	FMA; pattern consistency
FMA14734	inferior phrenic artery	Нижняя диафрагмальная артерия	OK	Нижняя диафрагмальная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14735	lumbar artery	Поясничная артерия	OK	Поясничная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14746	right inferior phrenic artery	Правый нижняя диафрагмальная артерия	FIX	Правая нижняя диафрагмальная артерия	laterality; lost_information	FMA; pattern consistency
FMA14747	left inferior phrenic artery	Левый нижняя диафрагмальная артерия	FIX	Левая нижняя диафрагмальная артерия	laterality; lost_information	FMA; pattern consistency
FMA14749	superior mesenteric artery	Верхняя брыжеечная артерия	OK	Верхняя брыжеечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14750	inferior mesenteric artery	Нижняя брыжеечная артерия	OK	Нижняя брыжеечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14751	renal artery	Почечная артерия	OK	Почечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14752	right renal artery	Правый почечная артерия	FIX	Правая почечная артерия	laterality; lost_information	FMA; pattern consistency
FMA14753	left renal artery	Левый почечная артерия	FIX	Левая почечная артерия	laterality; lost_information	FMA; pattern consistency
FMA14754	middle suprarenal artery	Средняя надпочечниковая артерия	OK	Средняя надпочечниковая артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14755	right middle suprarenal artery	Правый средняя надпочечниковая артерия	FIX	Правая средняя надпочечниковая артерия	laterality; lost_information	FMA; pattern consistency
FMA14756	left middle suprarenal artery	Левый средняя надпочечниковая артерия	FIX	Левая средняя надпочечниковая артерия	laterality; lost_information	FMA; pattern consistency
FMA14758	testicular artery	Яичковая артерия	OK	Яичковая артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14759	right testicular artery	Правый яичковая артерия	FIX	Правая яичковая артерия	laterality; lost_information	FMA; pattern consistency
FMA14760	left testicular artery	Левый яичковая артерия	FIX	Левая яичковая артерия	laterality; lost_information	FMA; pattern consistency
FMA14764	common iliac artery	Общая подвздошная артерия	OK	Общая подвздошная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14765	right common iliac artery	Правый общая подвздошная артерия	FIX	Правая общая подвздошная артерия	laterality; lost_information	FMA; pattern consistency
FMA14766	left common iliac artery	Левый общая подвздошная артерия	FIX	Левая общая подвздошная артерия	laterality; lost_information	FMA; pattern consistency
FMA14767	trunk of branch of coeliac artery	Туловище ветвь чревная артерия	OK	Туловище ветвь чревная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14768	left gastric artery	Левый желудочная артерия	FIX	Левая желудочная артерия	laterality; lost_information	FMA; pattern consistency
FMA14769	hepatic artery	Печёночная артерия	OK	Печёночная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14771	common hepatic artery	Общая печёночная артерия	OK	Общая печёночная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14772	hepatic artery proper	Печёночная артерия собственно	OK	Печёночная артерия собственно	checked: no structural quality flags	FMA; pattern consistency
FMA14773	splenic artery	Селезёночная артерия	OK	Селезёночная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14776	right gastric artery	Правый желудочная артерия	FIX	Правая желудочная артерия	laterality; lost_information	FMA; pattern consistency
FMA14781	right gastro-epiploic artery	Правый гастро-эпиплоик артерия	FIX	Правая гастро-эпиплоик артерия	laterality; lost_information	FMA; pattern consistency
FMA14782	anterior superior pancreaticoduodenal artery	Передняя верхняя панкреатодуоденальная артерия	OK	Передняя верхняя панкреатодуоденальная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14784	posterior superior pancreaticoduodenal artery	Задняя верхняя поджелудочно-двенадцатиперстная артерия	OK	Задняя верхняя поджелудочно-двенадцатиперстная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14787	dorsal pancreatic artery	Тыльная поджелудочная артерия	OK	Тыльная поджелудочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14790	inferior pancreatic artery	Нижняя поджелудочная артерия	OK	Нижняя поджелудочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14792	great pancreatic artery	Большая поджелудочная артерия	OK	Большая поджелудочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14793	caudal pancreatic artery	Хвостовая поджелудочная артерия	OK	Хвостовая поджелудочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14796	left gastro-epiploic artery	Левый гастро-эпиплоик артерия	FIX	Левая гастро-эпиплоик артерия	laterality; lost_information	FMA; pattern consistency
FMA14805	inferior pancreaticoduodenal artery	Нижняя поджелудочно-двенадцатиперстная артерия	OK	Нижняя поджелудочно-двенадцатиперстная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14809	ileal artery	Подвздошная артерия	OK	Подвздошная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14810	middle colic artery	Средняя ободочная артерия	OK	Средняя ободочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14811	right colic artery	Правый ободочная артерия	FIX	Правая ободочная артерия	laterality; lost_information	FMA; pattern consistency
FMA14812	celiac trunk	Чревная туловище	OK	Чревная туловище	checked: no structural quality flags	FMA; pattern consistency
FMA14815	ileocolic artery	Подвздошно-ободочная артерия	OK	Подвздошно-ободочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14816	anterior cecal artery	Передняя слепокишечная артерия	OK	Передняя слепокишечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14817	posterior cecal artery	Задняя слепокишечная артерия	OK	Задняя слепокишечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14818	appendicular artery	Артерия червеобразного отростка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14819	ileal branch of inferior branch of ileocolic artery	Подвздошная ветвь нижняя ветвь подвздошно-ободочная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14820	ascending branch of inferior branch of ileocolic artery	Восходящая ветвь нижней ветви подвздошно-ободочной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14821	branch of ileocolic artery	Ветвь подвздошно-ободочной артерии	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA14824	marginal colic artery	Краевая ободочная артерия	OK	Краевая ободочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14825	trunk of branch of inferior mesenteric artery	Туловище ветвь нижняя брыжеечная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14826	left colic artery	Левый ободочная артерия	FIX	Левая ободочная артерия	laterality; lost_information	FMA; pattern consistency
FMA14828	ascending branch of left colic artery	Восходящая ветвь левой ободочной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA14829	descending branch of left colic artery	Нисходящая ветвь левый ободочная артерия	FIX	Нисходящая ветвь Левая ободочная артерия	laterality	FMA; pattern consistency
FMA14830	sigmoid artery	Сигмовидная артерия	OK	Сигмовидная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14831	marginal artery of colon	Краевая артерия ободочная кишка	OK	Краевая артерия ободочная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14832	superior rectal artery	Верхняя прямокишечная артерия	OK	Верхняя прямокишечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA14837	subdivision of hepatic artery proper	Подразделение печёночная артерия собственно	OK	Подразделение печёночная артерия собственно	checked: no structural quality flags	FMA; pattern consistency
FMA14963	zone of ileum	Зона подвздошная кишка	OK	Зона подвздошная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14964	proximal part of ileum	Проксимальная часть подвздошная кишка	OK	Проксимальная часть подвздошная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14965	middle part of ileum	Средняя часть подвздошная кишка	OK	Средняя часть подвздошная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA14966	distal part of ileum	Дистальная часть подвздошная кишка	OK	Дистальная часть подвздошная кишка	checked: no structural quality flags	FMA; pattern consistency
FMA15041	taenia coli	Лента ободочной кишки	OK	Лента ободочной кишки	checked: no structural quality flags	FMA; pattern consistency
FMA15042	taenia mesocolica	Лента мэсоколика	OK	Лента мэсоколика	checked: no structural quality flags	FMA; pattern consistency
FMA15043	taenia omentalis	Лента омэнталис	OK	Лента омэнталис	checked: no structural quality flags	FMA; pattern consistency
FMA15044	taenia libera	Лента свободная	OK	Лента свободная	checked: no structural quality flags	FMA; pattern consistency
FMA15370	lumbar vein	Поясничная вена	OK	Поясничная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15387	tributary of splenic vein	Приток селезёночная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15390	left gastroepiploic vein	Левый желудочно-сальниковая вена	FIX	Левая желудочно-сальниковая вена	laterality; lost_information	FMA; pattern consistency
FMA15391	inferior mesenteric vein	Нижняя брыжеечная вена	OK	Нижняя брыжеечная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15392	tributary of inferior mesenteric vein	Приток нижняя брыжеечная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15393	superior rectal vein	Верхняя прямокишечная вена	OK	Верхняя прямокишечная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15394	left colic vein	Левый ободочная вена	FIX	Левая ободочная вена	laterality; lost_information	FMA; pattern consistency
FMA15395	sigmoid vein	Сигмовидная вена	OK	Сигмовидная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15396	tributary of superior mesenteric vein	Приток верхняя брыжеечная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15397	right gastroepiploic vein	Правый желудочно-сальниковая вена	FIX	Правая желудочно-сальниковая вена	laterality; lost_information	FMA; pattern consistency
FMA15398	pancreaticoduodenal vein	Поджелудочно-двенадцатиперстная вена	OK	Поджелудочно-двенадцатиперстная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15399	left gastric vein	Левый желудочная вена	FIX	Левая желудочная вена	laterality; lost_information	FMA; pattern consistency
FMA15400	right gastric vein	Правый желудочная вена	FIX	Правая желудочная вена	laterality; lost_information	FMA; pattern consistency
FMA15405	ileal vein	Подвздошная вена	OK	Подвздошная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15406	middle colic vein	Средняя ободочная вена	OK	Средняя ободочная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15407	right colic vein	Правый ободочная вена	FIX	Правая ободочная вена	laterality; lost_information	FMA; pattern consistency
FMA15408	ileocolic vein	Подвздошно-ободочная вена	OK	Подвздошно-ободочная вена	checked: no structural quality flags	FMA; pattern consistency
FMA15414	right portal vein	Правый воротная вена	FIX	Правая воротная вена	laterality; lost_information	FMA; pattern consistency
FMA15415	left portal vein	Левый воротная вена	FIX	Левая воротная вена	laterality; lost_information	FMA; pattern consistency
FMA15420	anterior superior segmental branch of right portal vein	Передняя верхняя сегментарная ветвь правой воротной вены	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA15421	anterior inferior segmental branch of right portal vein	Передняя нижняя сегментарная ветвь правой воротной вены	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA15423	posterior superior segmental branch of right portal vein	Задняя верхняя сегментарный ветвь правый воротная вена	FIX	Задняя верхняя сегментарный ветвь Правая воротная вена	laterality	FMA; pattern consistency
FMA15424	posterior inferior segmental branch of right portal vein	Задняя нижняя сегментарный ветвь правый воротная вена	FIX	Задняя нижняя сегментарный ветвь Правая воротная вена	laterality	FMA; pattern consistency
FMA15425	caudate lobe branch of left portal vein	Хвостатая доля ветвь левый воротная вена	FIX	Хвостатая доля ветвь Левая воротная вена	laterality	FMA; pattern consistency
FMA15428	medial superior segmental branch of left portal vein	Медиальная верхняя сегментарный ветвь левый воротная вена	FIX	Медиальная верхняя сегментарный ветвь Левая воротная вена	laterality	FMA; pattern consistency
FMA15429	medial inferior segmental branch of left portal vein	Медиальная нижняя сегментарный ветвь левый воротная вена	FIX	Медиальная нижняя сегментарный ветвь Левая воротная вена	laterality	FMA; pattern consistency
FMA15431	lateral superior segmental branch of left portal vein	Латеральная верхняя сегментарный ветвь левый воротная вена	FIX	Латеральная верхняя сегментарный ветвь Левая воротная вена	laterality	FMA; pattern consistency
FMA15432	lateral inferior segmental branch of left portal vein	Латеральная нижняя сегментарный ветвь левый воротная вена	FIX	Латеральная нижняя сегментарный ветвь Левая воротная вена	laterality	FMA; pattern consistency
FMA15571	right ureter	Правый мочеточник	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15572	left ureter	Левый мочеточник	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15629	right adrenal gland	Правый надпочечник	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15630	left adrenal gland	Левый надпочечник	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15737	hepatovenous subsector	Печёночно-венозный подсектор	OK	Печёночно-венозный подсектор	checked: no structural quality flags	FMA; pattern consistency
FMA15739	hepatovenous segment ii	Печёночно-венозный сегмент ии	OK	Печёночно-венозный сегмент ии	checked: no structural quality flags	FMA; pattern consistency
FMA15741	hepatovenous segment iii	Печёночно-венозный сегмент иии	OK	Печёночно-венозный сегмент иии	checked: no structural quality flags	FMA; pattern consistency
FMA15742	hepatovenous segment iv	Печёночно-венозный сегмент ив	OK	Печёночно-венозный сегмент ив	checked: no structural quality flags	FMA; pattern consistency
FMA15743	hepatovenous segment v	Печёночно-венозный сегмент в	OK	Печёночно-венозный сегмент в	checked: no structural quality flags	FMA; pattern consistency
FMA15744	hepatovenous segment vi	Печёночно-венозный сегмент ви	OK	Печёночно-венозный сегмент ви	checked: no structural quality flags	FMA; pattern consistency
FMA15745	hepatovenous segment vii	Печёночно-венозный сегмент вии	OK	Печёночно-венозный сегмент вии	checked: no structural quality flags	FMA; pattern consistency
FMA15746	hepatovenous segment viii	Печёночно-венозный сегмент виии	OK	Печёночно-венозный сегмент виии	checked: no structural quality flags	FMA; pattern consistency
FMA15747	hepatovenous segment ix	Печёночно-венозный сегмент икс	OK	Печёночно-венозный сегмент икс	checked: no structural quality flags	FMA; pattern consistency
FMA15755	region of anterior sector of right liver (in-vivo)	Область переднего сектора правой части печени	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
