conceptId	system	en	ru
FMA9757	muscular	internal intercostal muscle	
FMA45974	muscular	Lateral head of left flexor hallucis brevis	
FMA45961	muscular	Lateral head of left gastrocnemius	
FMA37698	muscular	Lateral head of left triceps brachii	
FMA45973	muscular	Lateral head of right flexor hallucis brevis	
FMA45960	muscular	Lateral head of right gastrocnemius	
FMA37697	muscular	Lateral head of right triceps brachii	
FMA22850	muscular	lateral lumbar intertransversarius	
FMA7264	muscular	Lateral papillary muscle of left ventricle	
FMA37460	muscular	Left abductor hallucis	
FMA37387	muscular	Left abductor pollicis brevis	
FMA38517	muscular	Left abductor pollicis longus	
FMA22454	muscular	Left adductor brevis	
FMA22457	muscular	Left adductor longus	
FMA22460	muscular	Left adductor magnus	
FMA43887	muscular	Left adductor minimus	
FMA37706	muscular	Left anconeus	
FMA46605	muscular	Left aryepiglotticus	
FMA37669	muscular	Left brachialis	
FMA38487	muscular	Left brachioradialis	
FMA81753	muscular	Left cervical rotator	
FMA46444	muscular	Left coccygeus	
FMA37666	muscular	Left coracobrachialis	
FMA46293	muscular	Left digastric	
FMA38499	muscular	Left extensor carpi radialis brevis	
FMA38496	muscular	Left extensor carpi radialis longus	
FMA38508	muscular	Left extensor carpi ulnaris	
FMA38505	muscular	Left extensor digiti minimi	
FMA38502	muscular	Left extensor digitorum	
FMA22549	muscular	Left extensor digitorum longus	
FMA51145	muscular	Left extensor hallucis brevis	
FMA22547	muscular	Left extensor hallucis longus	
FMA38526	muscular	Left extensor indicis	
FMA38520	muscular	Left extensor pollicis brevis	
FMA38523	muscular	Left extensor pollicis longus	
FMA13337	muscular	Left external oblique	
FMA37466	muscular	Left flexor accessorius	
FMA38461	muscular	Left flexor carpi radialis	
FMA37462	muscular	Left flexor digitorum brevis	
FMA65017	muscular	Left flexor digitorum longus	
FMA38480	muscular	Left flexor digitorum profundus	
FMA38471	muscular	Left flexor digitorum superficialis	
FMA65015	muscular	Left flexor hallucis longus	
FMA37389	muscular	Left flexor pollicis brevis	
FMA38484	muscular	Left flexor pollicis longus	
FMA22337	muscular	Left gemellus inferior	
FMA22335	muscular	Left gemellus superior	
FMA46702	muscular	Left genioglossus	
FMA46327	muscular	Left geniohyoid	
FMA22329	muscular	Left gluteus maximus	
FMA22331	muscular	Left gluteus medius	
FMA22333	muscular	Left gluteus minimus	
FMA43884	muscular	Left gracilis	
FMA46704	muscular	Left hyoglossus	
FMA22323	muscular	Left iliacus	
FMA45859	muscular	Left iliococcygeus	
FMA22745	muscular	Left iliocostalis cervicis	
FMA22741	muscular	Left iliocostalis lumborum	
FMA22743	muscular	Left iliocostalis thoracis	
FMA49051	muscular	Left inferior oblique	
FMA49047	muscular	Left inferior rectus	
FMA32548	muscular	Left infraspinatus muscle	
FMA22891	muscular	Left interspinalis thoracis	
FMA46581	muscular	Left lateral crico-arytenoid	
FMA49055	muscular	Left lateral rectus	
FMA49049	muscular	Left levator palpebrae superioris	
FMA46729	muscular	Left levator veli palatini	
FMA22756	muscular	Left longissimus capitis	
FMA22758	muscular	Left longissimus cervicis	
FMA22753	muscular	Left longissimus thoracis	
FMA46310	muscular	Left longus capitis	
FMA23090	muscular	Left lumbar rotator	
FMA49057	muscular	Left medial rectus	
FMA46322	muscular	Left mylohyoid	
FMA46585	muscular	Left oblique arytenoid	
FMA32537	muscular	Left obliquus capitis inferior	
FMA32535	muscular	Left obliquus capitis superior	
FMA22327	muscular	Left obturator externus	
FMA22325	muscular	Left obturator internus	
FMA13349	muscular	Left omohyoid	
FMA37391	muscular	Left opponens pollicis	
FMA38464	muscular	Left palmaris longus	
FMA22451	muscular	Left pectineus	
FMA13376	muscular	Left pectoralis minor	
FMA22341	muscular	Left piriformis	
FMA22561	muscular	Left plantaris	
FMA45740	muscular	Left platysma	
FMA22592	muscular	Left popliteus	
FMA46578	muscular	Left posterior crico-arytenoid	
FMA38455	muscular	Left pronator quadratus	
FMA22343	muscular	Left psoas major	
FMA45855	muscular	Left pubococcygeus	
FMA45857	muscular	Left puborectalis	
FMA22339	muscular	Left quadratus femoris	
FMA46314	muscular	Left rectus capitis anterior	
FMA46318	muscular	Left rectus capitis lateralis	
FMA32531	muscular	Left rectus capitis posterior major	
FMA32533	muscular	Left rectus capitis posterior minor	
FMA38929	muscular	Left rectus femoris	
FMA13382	muscular	Left rhomboid major	
FMA13384	muscular	Left rhomboid minor	
FMA22355	muscular	Left sartorius	
FMA13393	muscular	Left scalenus anterior	
FMA13391	muscular	Left scalenus medius	
FMA13389	muscular	Left scalenus posterior	
FMA22449	muscular	Left semimembranosus	
FMA22877	muscular	Left semispinalis capitis	
FMA22875	muscular	Left semispinalis cervicis	
FMA22873	muscular	Left semispinalis thoracis	
FMA22359	muscular	Left semitendinosus	
FMA13399	muscular	Left serratus anterior	
FMA13406	muscular	Left serratus posterior inferior	
FMA13404	muscular	Left serratus posterior superior	
FMA22559	muscular	Left soleus	
FMA22780	muscular	Left spinalis thoracis	
FMA22729	muscular	Left splenius capitis	
FMA22727	muscular	Left splenius cervicis	
FMA13409	muscular	Left sternocleidomastoid	
FMA13347	muscular	Left sternohyoid	
FMA13351	muscular	Left sternothyroid	
FMA45827	muscular	Left stylohyoid	
FMA13411	muscular	Left subclavius	
FMA49053	muscular	Left superior oblique	
FMA49045	muscular	Left superior rectus	
FMA38514	muscular	Left supinator	
FMA32545	muscular	Left supraspinatus	
FMA46732	muscular	Left tensor veli palatini	
FMA32552	muscular	Left teres major	
FMA32554	muscular	Left teres minor	
FMA46590	muscular	Left thyro-arytenoid	
FMA13353	muscular	Left thyrohyoid	
FMA9762	muscular	Left transversus thoracis	
FMA38935	muscular	Left vastus intermedius	
FMA38931	muscular	Left vastus lateralis	
FMA38933	muscular	Left vastus medialis	
FMA46593	muscular	Left vocalis	
FMA37687	muscular	Long head of left biceps brachii	
FMA45889	muscular	Long head of left biceps femoris	
FMA37700	muscular	Long head of left triceps brachii	
FMA37686	muscular	Long head of right biceps brachii	
FMA45888	muscular	Long head of right biceps femoris	
FMA37699	muscular	Long head of right triceps brachii	
FMA45972	muscular	Medial head of left flexor hallucis brevis	
FMA45958	muscular	Medial head of left gastrocnemius	
FMA37696	muscular	Medial head of left triceps brachii	
FMA45971	muscular	Medial head of right flexor hallucis brevis	
FMA45957	muscular	Medial head of right gastrocnemius	
FMA37695	muscular	Medial head of right triceps brachii	
FMA22851	muscular	medial lumbar intertransversarius	
FMA46019	muscular	Oblique head of left adductor hallucis	
FMA46122	muscular	Oblique head of left adductor pollicis	
FMA46018	muscular	Oblique head of right adductor hallucis	
FMA46121	muscular	Oblique head of right adductor pollicis	
FMA46614	muscular	Oblique part of left cricothyroid	
FMA46613	muscular	Oblique part of right cricothyroid	
FMA86035	muscular	Opponens digiti minimi of left foot	
FMA37401	muscular	Opponens digiti minimi of left hand	
FMA86034	muscular	Opponens digiti minimi of right foot	
FMA37400	muscular	Opponens digiti minimi of right hand	
FMA7261	muscular	Posterior papillary muscle of right ventricle	
FMA37459	muscular	Right abductor hallucis	
FMA37386	muscular	Right abductor pollicis brevis	
FMA38516	muscular	Right abductor pollicis longus	
FMA22452	muscular	Right adductor brevis	
FMA22456	muscular	Right adductor longus	
FMA22459	muscular	Right adductor magnus	
FMA43886	muscular	Right adductor minimus	
FMA37705	muscular	Right anconeus	
FMA46604	muscular	Right aryepiglotticus	
FMA37668	muscular	Right brachialis	
FMA38486	muscular	Right brachioradialis	
FMA81752	muscular	Right cervical rotator	
FMA46443	muscular	Right coccygeus	
FMA37665	muscular	Right coracobrachialis	
FMA46292	muscular	Right digastric	
FMA38498	muscular	Right extensor carpi radialis brevis	
FMA38495	muscular	Right extensor carpi radialis longus	
FMA38507	muscular	Right extensor carpi ulnaris	
FMA38504	muscular	Right extensor digiti minimi	
FMA38501	muscular	Right extensor digitorum	
FMA22548	muscular	Right extensor digitorum longus	
FMA51144	muscular	Right extensor hallucis brevis	
FMA22546	muscular	Right extensor hallucis longus	
FMA38525	muscular	Right extensor indicis	
FMA38519	muscular	Right extensor pollicis brevis	
FMA38522	muscular	Right extensor pollicis longus	
FMA13336	muscular	Right external oblique	
FMA37465	muscular	Right flexor accessorius	
FMA38460	muscular	Right flexor carpi radialis	
FMA37461	muscular	Right flexor digitorum brevis	
FMA65016	muscular	Right flexor digitorum longus	
FMA38479	muscular	Right flexor digitorum profundus	
FMA38470	muscular	Right flexor digitorum superficialis	
FMA65014	muscular	Right flexor hallucis longus	
FMA37388	muscular	Right flexor pollicis brevis	
FMA38482	muscular	Right flexor pollicis longus	
FMA22336	muscular	Right gemellus inferior	
FMA22334	muscular	Right gemellus superior	
FMA46698	muscular	Right genioglossus	
FMA46326	muscular	Right geniohyoid	
FMA22328	muscular	Right gluteus maximus	
FMA22330	muscular	Right gluteus medius	
FMA22332	muscular	Right gluteus minimus	
FMA43883	muscular	Right gracilis	
FMA46703	muscular	Right hyoglossus	
FMA22322	muscular	Right iliacus	
FMA45858	muscular	Right iliococcygeus	
FMA22744	muscular	Right iliocostalis cervicis	
FMA22740	muscular	Right iliocostalis lumborum	
FMA22742	muscular	Right iliocostalis thoracis	
FMA49050	muscular	Right inferior oblique	
FMA49046	muscular	Right inferior rectus	
FMA32547	muscular	Right infraspinatus muscle	
FMA22890	muscular	Right interspinalis thoracis	
FMA46580	muscular	Right lateral crico-arytenoid	
FMA49054	muscular	Right lateral rectus	
FMA49048	muscular	Right levator palpebrae superioris	
FMA46728	muscular	Right levator veli palatini	
FMA22754	muscular	Right longissimus capitis	
FMA22757	muscular	Right longissimus cervicis	
FMA22751	muscular	Right longissimus thoracis	
FMA46309	muscular	Right longus capitis	
FMA23089	muscular	Right lumbar rotator	
FMA49056	muscular	Right medial rectus	
FMA46321	muscular	Right mylohyoid	
FMA46584	muscular	Right oblique arytenoid	
FMA32536	muscular	Right obliquus capitis inferior	
FMA32534	muscular	Right obliquus capitis superior	
FMA22326	muscular	Right obturator externus	
FMA22324	muscular	Right obturator internus	
FMA13348	muscular	Right omohyoid	
FMA37390	muscular	Right opponens pollicis	
FMA38463	muscular	Right palmaris longus	
FMA22450	muscular	Right pectineus	
FMA13375	muscular	Right pectoralis minor	
FMA22340	muscular	Right piriformis	
FMA22560	muscular	Right plantaris	
FMA45739	muscular	Right platysma	
FMA22591	muscular	Right popliteus	
FMA46577	muscular	Right posterior crico-arytenoid	
FMA38454	muscular	Right pronator quadratus	
FMA22342	muscular	Right psoas major	
FMA45854	muscular	Right pubococcygeus	
FMA45856	muscular	Right puborectalis	
FMA22338	muscular	Right quadratus femoris	
FMA46313	muscular	Right rectus capitis anterior	
FMA46317	muscular	Right rectus capitis lateralis	
FMA32530	muscular	Right rectus capitis posterior major	
FMA32532	muscular	Right rectus capitis posterior minor	
FMA38928	muscular	Right rectus femoris	
FMA13381	muscular	Right rhomboid major	
FMA13383	muscular	Right rhomboid minor	
FMA22354	muscular	Right sartorius	
FMA13392	muscular	Right scalenus anterior	
FMA13390	muscular	Right scalenus medius	
FMA13388	muscular	Right scalenus posterior	
FMA22448	muscular	Right semimembranosus	
FMA22876	muscular	Right semispinalis capitis	
FMA22874	muscular	Right semispinalis cervicis	
FMA22872	muscular	Right semispinalis thoracis	
FMA22358	muscular	Right semitendinosus	
FMA13398	muscular	Right serratus anterior	
FMA13405	muscular	Right serratus posterior inferior	
FMA13403	muscular	Right serratus posterior superior	
FMA22558	muscular	Right soleus	
FMA22779	muscular	Right spinalis thoracis	
FMA22728	muscular	Right splenius capitis	
FMA22726	muscular	Right splenius cervicis	
FMA13408	muscular	Right sternocleidomastoid	
FMA13346	muscular	Right sternohyoid	
FMA13350	muscular	Right sternothyroid	
FMA45826	muscular	Right stylohyoid	
FMA13412	muscular	Right subclavius	
FMA49052	muscular	Right superior oblique	
FMA49044	muscular	Right superior rectus	
FMA38513	muscular	Right supinator	
FMA32544	muscular	Right supraspinatus	
FMA46731	muscular	Right tensor veli palatini	
FMA32551	muscular	Right teres major	
FMA32553	muscular	Right teres minor	
FMA46589	muscular	Right thyro-arytenoid	
FMA13352	muscular	Right thyrohyoid	
FMA9761	muscular	Right transversus thoracis	
FMA38934	muscular	Right vastus intermedius	
FMA38930	muscular	Right vastus lateralis	
FMA38932	muscular	Right vastus medialis	
FMA46592	muscular	Right vocalis	
FMA37720	muscular	Second lumbrical of left foot	
FMA37719	muscular	Second lumbrical of right foot	
FMA37744	muscular	Second plantar interosseous of left foot	
FMA37743	muscular	Second plantar interosseous of right foot	
FMA7262	muscular	Septal papillary muscle of right ventricle	
FMA71442	muscular	set of anterior cervical intertransversarii	
FMA42405	muscular	Set of dorsal interossei of left hand	
FMA42404	muscular	Set of dorsal interossei of right hand	
FMA71309	muscular	set of interspinales cervicis	
FMA71307	muscular	set of interspinales lumborum	
FMA74078	muscular	Set of left levatores costarum breves	
FMA74076	muscular	Set of left levatores costarum longi	
FMA42399	muscular	Set of lumbricals of left hand	
FMA42398	muscular	Set of lumbricals of right hand	
FMA42403	muscular	Set of palmar interossei of left hand	
FMA42402	muscular	Set of palmar interossei of right hand	
FMA71443	muscular	set of posterior cervical intertransversarii	
FMA74077	muscular	Set of right levatores costarum breves	
FMA74075	muscular	Set of right levatores costarum longi	
FMA37685	muscular	Short head of left biceps brachii	
FMA45892	muscular	Short head of left biceps femoris	
FMA37684	muscular	Short head of right biceps brachii	
FMA45891	muscular	Short head of right biceps femoris	
FMA34685	muscular	Spinal part of left deltoid	
FMA34684	muscular	Spinal part of right deltoid	
FMA77179	muscular	spinalis	
FMA79980	muscular	Sternocostal part of left pectoralis major	
FMA79979	muscular	Sternocostal part of right pectoralis major	
FMA46612	muscular	Straight part of left cricothyroid	
FMA46611	muscular	Straight part of right cricothyroid	
FMA65199	muscular	Superficial head of left flexor pollicis brevis	
FMA65198	muscular	Superficial head of right flexor pollicis brevis	
FMA19728	muscular	superficial perineal muscle	
FMA46284	muscular	Superior oblique part of left longus colli	
FMA37486	muscular	Third lumbrical of left foot	
FMA37485	muscular	Third lumbrical of right foot	
FMA37742	muscular	Third plantar interosseous of left foot	
FMA37741	muscular	Third plantar interosseous of right foot	
FMA23083	muscular	thoracic rotator	
FMA46582	muscular	Transverse arytenoid	
FMA46021	muscular	Transverse head of left adductor hallucis	
FMA46124	muscular	Transverse head of left adductor pollicis	
FMA46020	muscular	Transverse head of right adductor hallucis	
FMA46123	muscular	Transverse head of right adductor pollicis	
FMA33585	muscular	Transverse part of left trapezius	
FMA33584	muscular	Transverse part of right trapezius	
FMA38620	muscular	Ulnar head of left flexor carpi ulnaris	
FMA38563	muscular	Ulnar head of left pronator teres	
FMA38619	muscular	Ulnar head of right flexor carpi ulnaris	
FMA38562	muscular	Ulnar head of right pronator teres	
FMA46733	muscular	Uvular muscle	
FMA46286	muscular	Vertical intermediate part of left longus colli	
FMA61961	nervous	Anterior commissure	
FMA72801	nervous	Anterior part of left superior temporal gyrus	
FMA72800	nervous	Anterior part of right superior temporal gyrus	
FMA73464	nervous	Brachium of left inferior colliculus	
FMA73462	nervous	Brachium of left superior colliculus	
FMA73463	nervous	Brachium of right inferior colliculus	
FMA73461	nervous	Brachium of right superior colliculus	
FMA78497	nervous	Central canal of spinal cord	
FMA67944	nervous	Cerebellum	
FMA78467	nervous	Cerebral aqueduct	
FMA61970	nervous	Commissure of fornix of forebrain	
FMA52674	nervous	Communicating branch of left nasociliary nerve with left ciliary ganglion	
FMA52673	nervous	Communicating branch of right nasociliary nerve with right ciliary ganglion	
FMA86464	nervous	Corpus callosum	
FMA62032	nervous	Habenula	
FMA62008	nervous	Hypothalamus	
FMA52577	nervous	Inferior branch of left oculomotor nerve	
FMA52576	nervous	Inferior branch of right oculomotor nerve	
FMA83740	nervous	Interpeduncular fossa	
FMA61975	nervous	Lamina terminalis	
FMA72833	nervous	Left amygdala	
FMA72670	nervous	Left angular gyrus	
FMA52677	nervous	Left anterior ethmoidal nerve	
FMA72827	nervous	Left caudate nucleus	
FMA53550	nervous	Left ciliary ganglion	
FMA72718	nervous	Left cingulate gyrus	
FMA72925	nervous	Left fornix of forebrain	
FMA52640	nervous	Left frontal nerve	
FMA72690	nervous	Left fusiform gyrus	
FMA72831	nervous	Left globus pallidus	
FMA72714	nervous	Left hippocampus	
FMA73435	nervous	Left inferior colliculus	
FMA72658	nervous	Left inferior frontal gyrus	
FMA72688	nervous	Left inferior temporal gyrus	
FMA52699	nervous	Left infratrochlear nerve	
FMA72978	nervous	Left insula	
FMA72907	nervous	Left internal capsule	
FMA52630	nervous	Left lacrimal nerve	
FMA73304	nervous	Left lateral geniculate body	
FMA82735	nervous	Left long ciliary nerve	
FMA73310	nervous	Left medial geniculate body	
FMA72656	nervous	Left middle frontal gyrus	
FMA72686	nervous	Left middle temporal gyrus	
FMA52670	nervous	Left nasociliary nerve	
FMA72976	nervous	Left occipital lobe	
FMA52623	nervous	Left ophthalmic nerve	
FMA50878	nervous	Left optic nerve	
FMA67936	nervous	Left optic tract	
FMA72706	nervous	Left parahippocampal gyrus	
FMA72666	nervous	Left postcentral gyrus	
FMA52716	nervous	Left posterior ethmoidal nerve	
FMA72662	nervous	Left precentral gyrus	
FMA72829	nervous	Left putamen	
FMA73414	nervous	Left stria medullaris of thalamus	
FMA72940	nervous	Left stria terminalis	
FMA73423	nervous	Left superior colliculus	
FMA72654	nervous	Left superior frontal gyrus	
FMA72672	nervous	Left superior parietal lobule	
FMA52657	nervous	Left supra-orbital nerve	
FMA72668	nervous	Left supramarginal gyrus	
FMA52644	nervous	Left supratrochlear nerve	
FMA258716	nervous	Left thalamus	
FMA50882	nervous	Left trochlear nerve	
FMA74877	nervous	Mammillary body	
FMA62004	nervous	Medulla oblongata	
FMA61993	nervous	Midbrain	
FMA62045	nervous	Optic chiasm	
FMA256194	nervous	Orbital gyrus	
FMA62394	nervous	Peduncle of midbrain	
FMA67943	nervous	Pons	
FMA62072	nervous	Posterior commissure	
FMA72805	nervous	Posterior part of left superior temporal gyrus	
FMA72804	nervous	Posterior part of right superior temporal gyrus	
FMA72832	nervous	Right amygdala	
FMA72669	nervous	Right angular gyrus	
FMA52676	nervous	Right anterior ethmoidal nerve	
FMA72826	nervous	Right caudate nucleus	
FMA53549	nervous	Right ciliary ganglion	
FMA72717	nervous	Right cingulate gyrus	
FMA72924	nervous	Right fornix of forebrain	
FMA52639	nervous	Right frontal nerve	
FMA72689	nervous	Right fusiform gyrus	
FMA72830	nervous	Right globus pallidus	
FMA72713	nervous	Right hippocampus	
FMA73434	nervous	Right inferior colliculus	
FMA72657	nervous	Right inferior frontal gyrus	
FMA72687	nervous	Right inferior temporal gyrus	
FMA52698	nervous	Right infratrochlear nerve	
FMA72977	nervous	Right insula	
FMA72906	nervous	Right internal capsule	
FMA52629	nervous	Right lacrimal nerve	
FMA73303	nervous	Right lateral geniculate body	
FMA82734	nervous	Right long ciliary nerve	
FMA73309	nervous	Right medial geniculate body	
FMA72655	nervous	Right middle frontal gyrus	
FMA72685	nervous	Right middle temporal gyrus	
FMA52669	nervous	Right nasociliary nerve	
FMA72975	nervous	Right occipital lobe	
FMA52622	nervous	Right ophthalmic nerve	
FMA50875	nervous	Right optic nerve	
FMA62382	nervous	Right optic tract	
FMA72705	nervous	Right parahippocampal gyrus	
FMA72665	nervous	Right postcentral gyrus	
FMA52715	nervous	Right posterior ethmoidal nerve	
FMA72661	nervous	Right precentral gyrus	
FMA72828	nervous	Right putamen	
FMA73413	nervous	Right stria medullaris of thalamus	
FMA73422	nervous	Right superior colliculus	
FMA72653	nervous	Right superior frontal gyrus	
FMA72671	nervous	Right superior parietal lobule	
FMA52656	nervous	Right supra-orbital nerve	
FMA72667	nervous	Right supramarginal gyrus	
FMA52643	nervous	Right supratrochlear nerve	
FMA258714	nervous	Right thalamus	
FMA50881	nervous	Right trochlear nerve	
FMA61842	nervous	Septum of telencephalon	
FMA7041	nervous	Short ciliary nerve	
FMA61974	nervous	Stria terminalis	
FMA52575	nervous	Superior branch of left oculomotor nerve	
FMA52574	nervous	Superior branch of right oculomotor nerve	
FMA83966	nervous	Tentorium cerebelli	
FMA62327	nervous	Tuber cinereum	
FMA260794	nervous	White matter of left cerebral hemisphere	
FMA260791	nervous	White matter of right cerebral hemisphere	
FMA19618	reproductive	Corpus cavernosum of penis	
FMA19617	reproductive	Corpus spongiosum of penis	
FMA18247	reproductive	Glans penis	
FMA19236	reproductive	Left deferent duct	
FMA18257	reproductive	Left epididymis	
FMA19388	reproductive	Left seminal vesicle	
FMA7212	reproductive	Left testis	
FMA9600	reproductive	Prostate	
FMA19235	reproductive	Right deferent duct	
FMA18256	reproductive	Right epididymis	
FMA19387	reproductive	Right seminal vesicle	
FMA7211	reproductive	Right testis	
FMA55130	respiratory	Epiglottis	
FMA68227	respiratory	Inferior lingular bronchial tree	
FMA68215	respiratory	Lateral segmental bronchial tree	
FMA68231	respiratory	Left anterior basal segmental bronchial tree	
FMA68222	respiratory	Left anterior segmental bronchial tree	
FMA68223	respiratory	Left apical segmental bronchial tree	
FMA54738	respiratory	Left inferior nasal concha	
FMA46636	respiratory	Left inferior pharyngeal constrictor	
FMA68232	respiratory	Left lateral basal segmental bronchial tree	
FMA59513	respiratory	Left lateral nasal cartilage	
FMA7396	respiratory	Left main bronchus	
FMA68230	respiratory	Left medial basal segmental bronchial tree	
FMA46634	respiratory	Left middle pharyngeal constrictor	
FMA46672	respiratory	Left palatopharyngeus	
FMA68233	respiratory	Left posterior basal segmental bronchial tree	
FMA68225	respiratory	Left posterior segmental bronchial tree	
FMA46670	respiratory	Left salpingopharyngeus	
FMA46668	respiratory	Left stylopharyngeus	
FMA46632	respiratory	Left superior pharyngeal constrictor	
FMA68228	respiratory	Left superior segmental bronchial tree	
FMA68214	respiratory	Medial segmental bronchial tree	
FMA68321	respiratory	Right anterior basal segmental bronchial tree	
FMA68212	respiratory	Right anterior segmental bronchial tree	
FMA68211	respiratory	Right apical segmental bronchial tree	
FMA54737	respiratory	Right inferior nasal concha	
FMA46635	respiratory	Right inferior pharyngeal constrictor	
FMA68220	respiratory	Right lateral basal segmental bronchial tree	
FMA59512	respiratory	Right lateral nasal cartilage	
FMA68418	respiratory	Right main bronchus proper	
FMA68218	respiratory	Right medial basal segmental bronchial tree	
FMA46633	respiratory	Right middle pharyngeal constrictor	
FMA46671	respiratory	Right palatopharyngeus	
FMA68221	respiratory	Right posterior basal segmental bronchial tree	
FMA68213	respiratory	Right posterior segmental bronchial tree	
FMA46669	respiratory	Right salpingopharyngeus	
FMA46667	respiratory	Right stylopharyngeus	
FMA46631	respiratory	Right superior pharyngeal constrictor	
FMA68216	respiratory	Right superior segmental bronchial tree	
FMA59503	respiratory	Septal nasal cartilage	
FMA68226	respiratory	Superior lingular bronchial tree	
FMA7394	respiratory	Trachea	
FMA58082	sensory	Anterior chamber of left eyeball	
FMA58081	sensory	Anterior chamber of right eyeball	
FMA61934	sensory	Choroid plexus of cerebral hemisphere	
FMA52781	sensory	External ear	
FMA40121	sensory	Flexor retinaculum of left wrist	
FMA40120	sensory	Flexor retinaculum of right wrist	
FMA58300	sensory	Left choroid	
FMA49073	sensory	Left common tendinous ring	
FMA58240	sensory	Left cornea	
FMA58484	sensory	Left corona ciliaris	
FMA58237	sensory	Left iris	
FMA53646	sensory	Left lacrimal bone	
FMA59583	sensory	Left lacrimal canaliculus	
FMA59103	sensory	Left lacrimal gland	
FMA59542	sensory	Left lacrimal lake	
FMA59546	sensory	Left lacrimal sac	
FMA58243	sensory	Left lens	
FMA59556	sensory	Left nasolacrimal duct	
FMA58272	sensory	Left sclera	
FMA58829	sensory	Left vitreous body	
FMA58608	sensory	Optic part of left retina	
FMA58607	sensory	Optic part of right retina	
FMA58299	sensory	Right choroid	
FMA49072	sensory	Right common tendinous ring	
FMA58239	sensory	Right cornea	
FMA58483	sensory	Right corona ciliaris	
FMA58236	sensory	Right iris	
FMA53645	sensory	Right lacrimal bone	
FMA59582	sensory	Right lacrimal canaliculus	
FMA59102	sensory	Right lacrimal gland	
FMA59541	sensory	Right lacrimal lake	
FMA59545	sensory	Right lacrimal sac	
FMA58242	sensory	Right lens	
FMA59555	sensory	Right nasolacrimal duct	
FMA58271	sensory	Right sclera	
FMA58828	sensory	Right vitreous body	
FMA58840	sensory	Suspensory ligament of left lens	
FMA58839	sensory	Suspensory ligament of right lens	
FMA59090	sensory	Tarsal plate of left lower eyelid	
FMA59092	sensory	Tarsal plate of left upper eyelid	
FMA59089	sensory	Tarsal plate of right lower eyelid	
FMA59091	sensory	Tarsal plate of right upper eyelid	
FMA12519	skeletal	Atlas	
FMA12520	skeletal	Axis	
FMA7487	skeletal	Body of sternum	
FMA9615	skeletal	Cricoid cartilage	
FMA32651	skeletal	Distal phalanx of left big toe	
FMA32657	skeletal	Distal phalanx of left fourth toe	
FMA23953	skeletal	Distal phalanx of left index finger	
FMA23959	skeletal	Distal phalanx of left little finger	
FMA32659	skeletal	Distal phalanx of left little toe	
FMA23955	skeletal	Distal phalanx of left middle finger	
FMA23957	skeletal	Distal phalanx of left ring finger	
FMA32653	skeletal	Distal phalanx of left second toe	
FMA32655	skeletal	Distal phalanx of left third toe	
FMA23951	skeletal	Distal phalanx of left thumb	
FMA32650	skeletal	Distal phalanx of right big toe	
FMA32656	skeletal	Distal phalanx of right fourth toe	
FMA24460	skeletal	Distal phalanx of right index finger	
FMA24463	skeletal	Distal phalanx of right little finger	
FMA32658	skeletal	Distal phalanx of right little toe	
FMA24461	skeletal	Distal phalanx of right middle finger	
FMA24462	skeletal	Distal phalanx of right ring finger	
FMA32652	skeletal	Distal phalanx of right second toe	
FMA32654	skeletal	Distal phalanx of right third toe	
FMA24459	skeletal	Distal phalanx of right thumb	
FMA9991	skeletal	Eighth thoracic vertebra	
FMA10059	skeletal	Eleventh thoracic vertebra	
FMA52740	skeletal	Ethmoid	
FMA12523	skeletal	Fifth cervical vertebra	
FMA13076	skeletal	Fifth lumbar vertebra	
FMA9922	skeletal	Fifth thoracic vertebra	
FMA13072	skeletal	First lumbar vertebra	
FMA9165	skeletal	First thoracic vertebra	
FMA12522	skeletal	Fourth cervical vertebra	
FMA13075	skeletal	Fourth lumbar vertebra	
FMA9248	skeletal	Fourth thoracic vertebra	
FMA52734	skeletal	Frontal bone	
FMA59764	skeletal	Gingiva of lower jaw	
FMA59763	skeletal	Gingiva of upper jaw	
FMA52749	skeletal	Hyoid bone	
FMA10446	skeletal	Intervertebral disk	
FMA25058	skeletal	Intervertebral disk of axis	
FMA13505	skeletal	Intervertebral disk of eighth thoracic vertebra	
FMA13508	skeletal	Intervertebral disk of eleventh thoracic vertebra	
FMA13898	skeletal	Intervertebral disk of fifth cervical vertebra	
FMA16037	skeletal	Intervertebral disk of fifth lumbar vertebra	
FMA13502	skeletal	Intervertebral disk of fifth thoracic vertebra	
FMA16033	skeletal	Intervertebral disk of first lumbar vertebra	
FMA10458	skeletal	Intervertebral disk of first thoracic vertebra	
FMA13897	skeletal	Intervertebral disk of fourth cervical vertebra	
FMA16036	skeletal	Intervertebral disk of fourth lumbar vertebra	
FMA13501	skeletal	Intervertebral disk of fourth thoracic vertebra	
FMA13506	skeletal	Intervertebral disk of ninth thoracic vertebra	
FMA16034	skeletal	Intervertebral disk of second lumbar vertebra	
FMA13495	skeletal	Intervertebral disk of second thoracic vertebra	
FMA13900	skeletal	Intervertebral disk of seventh cervical vertebra	
FMA13504	skeletal	Intervertebral disk of seventh thoracic vertebra	
FMA13899	skeletal	Intervertebral disk of sixth cervical vertebra	
FMA13503	skeletal	Intervertebral disk of sixth thoracic vertebra	
FMA13507	skeletal	Intervertebral disk of tenth thoracic vertebra	
FMA13896	skeletal	Intervertebral disk of third cervical vertebra	
FMA16035	skeletal	Intervertebral disk of third lumbar vertebra	
