conceptId	en	current_ru	problem_type	mapping_status	latin_ta	english_ta	decision	confidence	final_ru	reason
FMA7363	right lateral basal bronchopulmonary segment	Правый латеральная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правый латеральный базальный бронхолёгочный сегмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA7365	right medial basal bronchopulmonary segment	Правый медиальная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правый медиальный базальный бронхолёгочный сегмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA7370	upper lobe of left lung	Верхняя доля левый лёгкое	LATERALITY|GRAMMAR	EXACT	lobus superior pulmonis sinistri	superior lobe of left lung	APPLY	HIGH	Верхняя доля левого лёгкого	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA7371	lower lobe of left lung	Нижняя доля левый лёгкое	LATERALITY|GRAMMAR	EXACT	lobus inferior pulmonis sinistri	inferior lobe of left lung	APPLY	HIGH	Нижняя доля левого лёгкого	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA7377	left medial basal bronchopulmonary segment	Левый медиальная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левый медиальный базальный бронхолёгочный сегмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA7379	left lateral basal bronchopulmonary segment	Левый латеральная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левый латеральный базальный бронхолёгочный сегмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA7385	left apical bronchopulmonary segment	Левый верхушечная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левый верхушечный бронхолёгочный сегмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA12514	right eyeball	Правый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	bulbus oculi	eyeball	APPLY	HIGH	Правое глазное яблоко	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA12515	left eyeball	Левый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	bulbus oculi	eyeball	APPLY	HIGH	Левое глазное яблоко	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA24880	right free upper limb	Правый свободная верхняя конечность	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая свободная верхняя конечность	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA24881	left free upper limb	Левый свободная верхняя конечность	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая свободная верхняя конечность	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA24882	right free lower limb	Правый свободная нижняя конечность	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая свободная нижняя конечность	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA24883	left free lower limb	Левый свободная нижняя конечность	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая свободная нижняя конечность	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA26661	right bronchial tree	Правый бронхиальная дерево	LATERALITY|GRAMMAR	PROBABLE	arbor tracheobronchialis	tracheobronchial tree	APPLY	HIGH	Правое бронхиальное дерево	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA26662	left bronchial tree	Левый бронхиальная дерево	LATERALITY|GRAMMAR	PROBABLE	arbor tracheobronchialis	tracheobronchial tree	APPLY	HIGH	Левое бронхиальное дерево	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA31741	middle lobe part of right bronchial tree	Средняя доля часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Средняя доля, часть правого бронхиального дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA31744	upper lobe part of right bronchial tree	Верхняя доля часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Верхняя доля, часть правого бронхиального дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA31746	upper lobe part of left bronchial tree	Верхняя доля часть левый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Верхняя доля, часть левого бронхиального дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA31747	lower lobe part of right bronchial tree	Нижняя доля часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Нижняя доля, часть правого бронхиального дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA31748	lower lobe part of left bronchial tree	Нижняя доля часть левый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Нижняя доля, часть левого бронхиального дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA54667	right orbital compartment	Правый глазничная компартмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правый глазничный компартмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA54668	left orbital compartment	Левый глазничная компартмент	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левый глазничный компартмент	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA58099	wall of right eyeball	Стенка правый глазное яблоко	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Стенка правого глазного яблока	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA58100	wall of left eyeball	Стенка левый глазное яблоко	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Стенка левого глазного яблока	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA58105	fibrous layer of right eyeball	Фиброзная слой правый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica fibrosa bulbi oculi	fibrous layer of eyeball	APPLY	HIGH	Фиброзный слой правого глазного яблока	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA58106	fibrous layer of left eyeball	Фиброзная слой левый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica fibrosa bulbi oculi	fibrous layer of eyeball	APPLY	HIGH	Фиброзный слой левого глазного яблока	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA58107	vascular layer of right eyeball	Сосудистое слой правый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica vasculosa bulbi oculi	vascular layer of eyeball	APPLY	HIGH	Сосудистый слой правого глазного яблока	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA58108	vascular layer of left eyeball	Сосудистое слой левый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica vasculosa bulbi oculi	vascular layer of eyeball	APPLY	HIGH	Сосудистый слой левого глазного яблока	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA59368	right lacrimal apparatus	Правый слёзная аппарат	LATERALITY|GRAMMAR	PROBABLE	apparatus lacrimalis	lacrimal apparatus	APPLY	HIGH	Правый слёзный аппарат	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA59369	left lacrimal apparatus	Левый слёзная аппарат	LATERALITY|GRAMMAR	PROBABLE	apparatus lacrimalis	lacrimal apparatus	APPLY	HIGH	Левый слёзный аппарат	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA60337	right second toe	Правый вторая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus secundus pedis	second toe	APPLY	HIGH	Правый второй палец стопы	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA60338	left second toe	Левый вторая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus secundus pedis	second toe	APPLY	HIGH	Левый второй палец стопы	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA60341	right fourth toe	Правый четвёртая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus quartus pedis	fourth toe	APPLY	HIGH	Правый четвёртый палец стопы	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA60342	left fourth toe	Левый четвёртая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus quartus pedis	fourth toe	APPLY	HIGH	Левый четвёртый палец стопы	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA61064	right lacrimal duct	Правый слёзная проток	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правый слёзный проток	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA61065	left lacrimal duct	Левый слёзная проток	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левый слёзный проток	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA61819	left cerebral hemisphere	Левый мозговая полушарие	LATERALITY|GRAMMAR	PROBABLE	hemisphaerium cerebri	cerebral hemisphere	APPLY	HIGH	Левое мозговое полушарие	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA67292	right cerebral hemisphere	Правый мозговая полушарие	LATERALITY|GRAMMAR	PROBABLE	hemisphaerium cerebri	cerebral hemisphere	APPLY	HIGH	Правое мозговое полушарие	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA68319	inferomedial part of right bronchial tree	Инфэромэдиал часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Нижнемедиальная часть правого бронхиального дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA71857	right hepatic biliary tree	Правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правое печёночное желчное дерево	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA71858	left hepatic biliary tree	Левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левое печёночное желчное дерево	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA71862	posterior tributary of right hepatic biliary tree	Задняя приток правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Задний приток правого печёночного желчного дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA71863	lateral tributary of left hepatic biliary tree	Латеральная приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Латеральный приток левого печёночного желчного дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA71864	medial tributary of left hepatic biliary tree	Медиальная приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Медиальный приток левого печёночного желчного дерева	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA242180	cortex of right cerebral hemisphere	Кора правый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Кора правого мозгового полушария	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA242182	cortex of left cerebral hemisphere	Кора левый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Кора левого мозгового полушария	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA242184	subcortex of right cerebral hemisphere	Подкорка правый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Подкорка правого мозгового полушария	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA242186	subcortex of left cerebral hemisphere	Подкорка левый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Подкорка левого мозгового полушария	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA242625	right prefrontal cortex	Правый префронтальная кора	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая префронтальная кора	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA242627	left prefrontal cortex	Левый префронтальная кора	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая префронтальная кора	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA260124	right orbital content	Правый глазничная содержимое	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правое глазничное содержимое	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA260127	left orbital content	Левый глазничная содержимое	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левое глазничное содержимое	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA261139	right hippocampal formation	Правый гиппокампальная образование	LATERALITY|GRAMMAR	PROBABLE	hippocampus	hippocampus	APPLY	HIGH	Правое гиппокампальное образование	Однозначная нормативная форма по en/TA и согласованной left/right паре.
FMA261141	left hippocampal formation	Левый гиппокампальная образование	LATERALITY|GRAMMAR	PROBABLE	hippocampus	hippocampus	APPLY	HIGH	Левое гиппокампальное образование	Однозначная нормативная форма по en/TA и согласованной left/right паре.
