conceptId	system	en	ru
FMA22336	muscular	right gemellus inferior	
FMA22337	muscular	left gemellus inferior	
FMA22338	muscular	right quadratus femoris	
FMA22339	muscular	left quadratus femoris	
FMA22340	muscular	right piriformis	
FMA22341	muscular	left piriformis	
FMA22342	muscular	right psoas major	
FMA22343	muscular	left psoas major	
FMA22353	muscular	sartorius	
FMA22354	muscular	right sartorius	
FMA22355	muscular	left sartorius	
FMA22357	muscular	semitendinosus	
FMA22358	muscular	right semitendinosus	
FMA22359	muscular	left semitendinosus	
FMA22423	connective	tensor fasciae latae	
FMA22424	muscular	muscle of anterior compartment of thigh	
FMA22425	connective	right tensor fasciae latae	
FMA22426	connective	left tensor fasciae latae	
FMA22427	muscular	muscle of posterior compartment of thigh	
FMA22429	muscular	zone of quadriceps femoris	
FMA22430	muscular	rectus femoris	
FMA22431	muscular	vastus lateralis	
FMA22432	muscular	vastus medialis	
FMA22433	muscular	vastus intermedius	
FMA22438	muscular	semimembranosus	
FMA22439	muscular	muscle of medial compartment of thigh	
FMA22440	muscular	pectineus	
FMA22448	muscular	right semimembranosus	
FMA22449	muscular	left semimembranosus	
FMA22450	muscular	right pectineus	
FMA22451	muscular	left pectineus	
FMA22452	muscular	right adductor brevis	
FMA22454	muscular	left adductor brevis	
FMA22456	muscular	right adductor longus	
FMA22457	muscular	left adductor longus	
FMA22459	muscular	right adductor magnus	
FMA22460	muscular	left adductor magnus	
FMA22470	muscular	muscle of thigh	
FMA22471	muscular	muscle of leg	
FMA22472	muscular	muscle of anterior compartment of leg	
FMA22473	skeletal	muscle of lateral compartment of leg	
FMA22474	muscular	muscle of posterior compartment of leg	
FMA22506	arterial	descending genicular artery	
FMA22507	arterial	right descending genicular artery	
FMA22508	arterial	left descending genicular artery	
FMA22532	skeletal	tibialis anterior	
FMA22533	muscular	extensor hallucis longus	
FMA22534	muscular	extensor digitorum longus	
FMA22535	arterial	superior genicular artery	
FMA22536	arterial	middle genicular artery	
FMA22537	arterial	inferior genicular artery	
FMA22538	skeletal	fibularis tertius	
FMA22539	skeletal	fibularis longus	
FMA22540	skeletal	fibularis brevis	
FMA22542	muscular	soleus	
FMA22543	muscular	plantaris	
FMA22544	skeletal	right tibialis anterior	
FMA22545	skeletal	left tibialis anterior	
FMA22546	muscular	right extensor hallucis longus	
FMA22547	muscular	left extensor hallucis longus	
FMA22548	muscular	right extensor digitorum longus	
FMA22549	muscular	left extensor digitorum longus	
FMA22550	skeletal	right fibularis tertius	
FMA22551	skeletal	left fibularis tertius	
FMA22552	skeletal	right fibularis longus	
FMA22553	skeletal	left fibularis longus	
FMA22554	skeletal	right fibularis brevis	
FMA22555	skeletal	left fibularis brevis	
FMA22558	muscular	right soleus	
FMA22559	muscular	left soleus	
FMA22560	muscular	right plantaris	
FMA22561	muscular	left plantaris	
FMA22562	arterial	right middle genicular artery	
FMA22563	arterial	left middle genicular artery	
FMA22584	arterial	superior medial genicular artery	
FMA22585	arterial	superior lateral genicular artery	
FMA22586	arterial	right medial superior genicular artery	
FMA22587	arterial	left medial superior genicular artery	
FMA22588	arterial	right lateral superior genicular artery	
FMA22589	arterial	left lateral superior genicular artery	
FMA22590	muscular	popliteus	
FMA22591	muscular	right popliteus	
FMA22592	muscular	left popliteus	
FMA22593	muscular	flexor hallucis longus	
FMA22594	muscular	muscle of vertebral column	
FMA22653	muscular	splenius capitis	
FMA22655	arterial	right axillary artery	
FMA22656	arterial	left axillary artery	
FMA22674	arterial	lateral thoracic artery	
FMA22675	arterial	right lateral thoracic artery	
FMA22676	arterial	left lateral thoracic artery	
FMA22677	arterial	subscapular artery	
FMA22678	arterial	right subscapular artery	
FMA22679	arterial	left subscapular artery	
FMA22681	muscular	splenius cervicis	
FMA22682	arterial	right anterior circumflex humeral artery	
FMA22683	arterial	left anterior circumflex humeral artery	
FMA22684	arterial	posterior circumflex humeral artery	
FMA22685	arterial	right posterior circumflex humeral artery	
FMA22687	arterial	left posterior circumflex humeral artery	
FMA22691	arterial	right brachial artery	
FMA22692	arterial	left brachial artery	
FMA22695	arterial	deep brachial artery	
FMA22696	arterial	right deep brachial artery	
FMA22697	arterial	left deep brachial artery	
FMA22702	muscular	iliocostalis lumborum	
FMA22703	muscular	iliocostalis thoracis	
FMA22704	muscular	iliocostalis cervicis	
FMA22706	arterial	superior ulnar collateral artery	
FMA22707	arterial	right superior ulnar collateral artery	
FMA22708	arterial	left superior ulnar collateral artery	
FMA22709	muscular	longissimus thoracis	
FMA22710	arterial	inferior ulnar collateral artery	
FMA22711	muscular	longissimus cervicis	
FMA22712	arterial	right inferior ulnar collateral artery	
FMA22713	arterial	left inferior ulnar collateral artery	
FMA22714	muscular	longissimus capitis	
FMA22726	muscular	right splenius cervicis	
FMA22727	muscular	left splenius cervicis	
FMA22728	muscular	right splenius capitis	
FMA22729	muscular	left splenius capitis	
FMA22730	arterial	radial artery	
FMA22733	arterial	right radial artery	
FMA22734	arterial	left radial artery	
FMA22740	muscular	right iliocostalis lumborum	
FMA22741	muscular	left iliocostalis lumborum	
FMA22742	muscular	right iliocostalis thoracis	
FMA22743	muscular	left iliocostalis thoracis	
FMA22744	muscular	right iliocostalis cervicis	
FMA22745	muscular	left iliocostalis cervicis	
FMA22748	arterial	radial recurrent artery	
FMA22751	muscular	right longissimus thoracis	
FMA22753	muscular	left longissimus thoracis	
FMA22754	muscular	right longissimus capitis	
FMA22755	arterial	dorsal carpal branch of radial artery	
FMA22756	muscular	left longissimus capitis	
FMA22757	muscular	right longissimus cervicis	
FMA22758	muscular	left longissimus cervicis	
FMA22764	arterial	right radial recurrent artery	
FMA22765	muscular	spinalis thoracis	
FMA22766	arterial	left radial recurrent artery	
FMA22772	arterial	dorsal carpal branch of right radial artery	
FMA22773	arterial	dorsal carpal branch of left radial artery	
FMA22777	arterial	right arteria radialis indicis	
FMA22778	arterial	left arteria radialis indicis	
FMA22779	muscular	right spinalis thoracis	
FMA22780	muscular	left spinalis thoracis	
FMA22796	arterial	ulnar artery	
FMA22797	arterial	right ulnar artery	
FMA22798	arterial	left ulnar artery	
FMA22799	arterial	branch of ulnar artery	
FMA22801	arterial	right anterior ulnar recurrent artery	
FMA22802	arterial	left anterior ulnar recurrent artery	
FMA22803	arterial	posterior ulnar recurrent artery	
FMA22804	arterial	right posterior ulnar recurrent artery	
FMA22805	arterial	left posterior ulnar recurrent artery	
FMA22806	arterial	common interosseous artery	
FMA22807	arterial	right common interosseous artery	
FMA22808	arterial	left common interosseous artery	
FMA22812	arterial	right anterior interosseous artery	
FMA22813	arterial	left anterior interosseous artery	
FMA22820	arterial	dorsal carpal branch of ulnar artery	
FMA22821	arterial	right dorsal carpal branch of ulnar artery	
FMA22822	arterial	left dorsal carpal branch of ulnar artery	
FMA22823	muscular	semispinalis	
FMA22828	muscular	semispinalis thoracis	
FMA22829	muscular	semispinalis cervicis	
FMA22830	muscular	semispinalis capitis	
FMA22834	arterial	superficial palmar arterial arch	
FMA22835	arterial	right superficial palmar arterial arch	
FMA22837	arterial	left superficial palmar arterial arch	
FMA22838	arterial	deep palmar arterial arch	
FMA22839	arterial	right deep palmar arch	
FMA22840	arterial	left deep palmar arch	
FMA22841	muscular	interspinalis muscle	
FMA22845	arterial	branch of superficial palmar arterial arch	
FMA22846	muscular	interspinalis thoracis	
FMA22848	muscular	intertransversarius muscle	
FMA22849	muscular	lumbar intertransversarius	
FMA22850	muscular	lateral lumbar intertransversarius	
FMA22851	muscular	medial lumbar intertransversarius	
FMA22854	arterial	first common palmar digital artery	
FMA22855	arterial	second common palmar digital artery	
FMA22856	arterial	right first common palmar digital artery	
FMA22857	arterial	lateral proper palmar digital artery of middle finger	
FMA22858	arterial	lateral proper palmar digital artery of right middle finger	
FMA22860	arterial	lateral proper palmar digital artery of left middle finger	
FMA22863	arterial	palmar metacarpal artery	
FMA22864	arterial	right palmar metacarpal artery	
FMA22865	arterial	left palmar metacarpal artery	
FMA22872	muscular	right semispinalis thoracis	
FMA22873	muscular	left semispinalis thoracis	
FMA22874	muscular	right semispinalis cervicis	
FMA22875	muscular	left semispinalis cervicis	
FMA22876	muscular	right semispinalis capitis	
FMA22877	muscular	left semispinalis capitis	
FMA22890	muscular	right interspinalis thoracis	
FMA22891	muscular	left interspinalis thoracis	
FMA22905	arterial	right arteria princeps pollicis	
FMA22907	arterial	left arteria princeps pollicis	
FMA22909	venous	right basilic vein	
FMA22910	venous	left basilic vein	
FMA22911	venous	deep palmar venous arch	
FMA22912	venous	right deep palmar venous arch	
FMA22913	venous	left deep palmar venous arch	
FMA22914	venous	superficial palmar venous arch	
FMA22915	venous	right superficial palmar venous arch	
FMA22916	venous	left superficial palmar venous arch	
FMA22917	venous	tributary of venous anastomosis	
FMA22919	venous	palmar metacarpal vein	
FMA22920	venous	right palmar metacarpal vein	
FMA22921	venous	left palmar metacarpal vein	
FMA22922	venous	tributary of superficial palmar venous arch	
FMA22923	venous	common palmar digital vein	
FMA22926	venous	tributary of common palmar digital vein	
FMA22927	venous	proper palmar digital vein of index finger	
FMA22928	venous	proper palmar digital vein of middle finger	
FMA22929	venous	proper palmar digital vein of ring finger	
FMA22930	venous	tributary of subclavian vein	
FMA22935	venous	right medial brachial vein	
FMA22936	venous	left medial brachial vein	
FMA22937	venous	tributary of brachial vein	
FMA22947	venous	radial vein	
FMA22948	venous	right radial vein	
FMA22949	venous	left radial vein	
FMA22950	venous	ulnar vein	
FMA22951	venous	right ulnar vein	
FMA22952	venous	left ulnar vein	
FMA22953	venous	tributary of radial vein	
FMA22954	venous	dorsal metacarpal vein	
FMA22963	venous	median cubital vein	
FMA22964	venous	right median cubital vein	
FMA22965	venous	left median cubital vein	
FMA22967	venous	median antebrachial vein	
FMA22968	venous	right median antebrachial vein	
FMA22969	venous	left median antebrachial vein	
FMA23046	arterial	medial proper palmar digital artery of ring finger	
FMA23047	arterial	medial proper palmar digital artery of index finger	
FMA23048	arterial	lateral proper palmar digital artery of little finger	
FMA23050	arterial	medial proper palmar digital artery of right index finger	
FMA23051	arterial	medial proper palmar digital artery of left index finger	
FMA23052	arterial	medial proper palmar digital artery of right ring finger	
FMA23054	arterial	lateral proper palmar digital artery of right little finger	
FMA23055	arterial	lateral proper palmar digital artery of left little finger	
FMA23062	arterial	pectoral branch of thoraco-acromial artery	
FMA23063	arterial	pectoral branch of right thoraco-acromial artery	
FMA23064	arterial	pectoral branch of left thoraco-acromial artery	
FMA23067	arterial	deltoid branch of thoraco-acromial artery	
FMA23072	arterial	deltoid branch of right thoraco-acromial artery	
FMA23073	arterial	deltoid branch of left thoraco-acromial artery	
FMA23081	muscular	rotator muscle	
FMA23082	muscular	cervical rotator	
FMA23083	muscular	thoracic rotator	
FMA23084	muscular	lumbar rotator	
FMA23089	muscular	right lumbar rotator	
FMA23090	muscular	left lumbar rotator	
FMA23113	venous	subscapular vein	
FMA23114	venous	right subscapular vein	
FMA23115	venous	left subscapular vein	
FMA23119	arterial	medial collateral artery	
FMA23120	arterial	radial collateral artery	
FMA23124	arterial	middle collateral branch of right deep brachial artery	
FMA23125	arterial	middle collateral branch of left deep brachial artery	
FMA23126	arterial	radial collateral branch of right deep brachial artery	
FMA23127	arterial	radial collateral branch of left deep brachial artery	
FMA23130	skeletal	right humerus	
FMA23131	skeletal	left humerus	
FMA23179	arterial	circumflex scapular artery	
FMA23180	arterial	right circumflex scapular artery	
FMA23181	arterial	left circumflex scapular artery	
FMA23463	skeletal	radius	
FMA23464	skeletal	right radius	
FMA23465	skeletal	left radius	
FMA23466	skeletal	ulna	
FMA23467	skeletal	right ulna	
FMA23468	skeletal	left ulna	
FMA23706	connective	interosseous membrane of forearm	
FMA23707	connective	interosseous membrane of right forearm	
FMA23708	connective	interosseous membrane of left forearm	
FMA23709	skeletal	scaphoid	
FMA23712	skeletal	lunate	
FMA23715	skeletal	triquetral	
FMA23718	skeletal	pisiform	
FMA23721	skeletal	trapezium	
FMA23724	skeletal	trapezoid	
FMA23725	skeletal	right trapezoid	
FMA23727	skeletal	capitate	
FMA23730	skeletal	hamate	
FMA23889	skeletal	carpal bone	
FMA23899	skeletal	first metacarpal bone	
FMA23900	skeletal	second metacarpal bone	
FMA23901	skeletal	third metacarpal bone	
FMA23902	skeletal	fourth metacarpal bone	
FMA23903	skeletal	fifth metacarpal bone	
FMA23914	skeletal	phalanx of finger	
FMA23918	skeletal	proximal phalanx of thumb	
FMA23919	skeletal	proximal phalanx of index finger	
FMA23920	skeletal	proximal phalanx of middle finger	
FMA23921	skeletal	proximal phalanx of ring finger	
FMA23922	skeletal	proximal phalanx of little finger	
FMA23933	skeletal	middle phalanx of index finger	
FMA23934	skeletal	middle phalanx of middle finger	
FMA23935	skeletal	middle phalanx of ring finger	
FMA23936	skeletal	middle phalanx of little finger	
FMA23938	skeletal	middle phalanx of left index finger	
FMA23940	skeletal	middle phalanx of left middle finger	
FMA23942	skeletal	middle phalanx of left ring finger	
FMA23944	skeletal	middle phalanx of left little finger	
FMA23945	skeletal	distal phalanx of thumb	
FMA23946	skeletal	distal phalanx of index finger	
FMA23947	skeletal	distal phalanx of middle finger	
FMA23948	skeletal	distal phalanx of ring finger	
FMA23949	skeletal	distal phalanx of little finger	
FMA23951	skeletal	distal phalanx of left thumb	
FMA23953	skeletal	distal phalanx of left index finger	
FMA23955	skeletal	distal phalanx of left middle finger	
FMA23957	skeletal	distal phalanx of left ring finger	
FMA23959	skeletal	distal phalanx of left little finger	
FMA24218	sensory	subdivision of head	
FMA24435	skeletal	right scaphoid	
FMA24436	skeletal	left scaphoid	
FMA24437	skeletal	right lunate	
FMA24438	skeletal	left lunate	
FMA24439	skeletal	right triquetral	
FMA24440	skeletal	left triquetral	
FMA24441	skeletal	right pisiform	
FMA24442	skeletal	left pisiform	
FMA24443	skeletal	right trapezium	
FMA24444	skeletal	left trapezium	
FMA24445	skeletal	left trapezoid	
FMA24446	skeletal	right capitate	
FMA24447	skeletal	left capitate	
FMA24448	skeletal	right hamate	
FMA24449	skeletal	left hamate	
FMA24450	skeletal	proximal phalanx of right thumb	
FMA24451	skeletal	proximal phalanx of right index finger	
FMA24452	skeletal	proximal phalanx of right middle finger	
FMA24453	skeletal	proximal phalanx of right ring finger	
FMA24454	skeletal	proximal phalanx of right little finger	
FMA24455	skeletal	middle phalanx of right index finger	
FMA24456	skeletal	middle phalanx of right middle finger	
FMA24457	skeletal	middle phalanx of right ring finger	
FMA24458	skeletal	middle phalanx of right little finger	
FMA24459	skeletal	distal phalanx of right thumb	
FMA24460	skeletal	distal phalanx of right index finger	
FMA24461	skeletal	distal phalanx of right middle finger	
FMA24462	skeletal	distal phalanx of right ring finger	
FMA24463	skeletal	distal phalanx of right little finger	
FMA24464	skeletal	right first metacarpal bone	
FMA24465	skeletal	left first metacarpal bone	
FMA24466	skeletal	right second metacarpal bone	
FMA24467	skeletal	left second metacarpal bone	
FMA24468	skeletal	right third metacarpal bone	
FMA24469	skeletal	left third metacarpal bone	
FMA24470	skeletal	right fourth metacarpal bone	
FMA24471	skeletal	left fourth metacarpal bone	
FMA24472	skeletal	right fifth metacarpal bone	
FMA24473	skeletal	left fifth metacarpal bone	
FMA24474	skeletal	right femur	
FMA24475	skeletal	left femur	
FMA24476	skeletal	tibia	
FMA24477	skeletal	right tibia	
FMA24478	skeletal	left tibia	
FMA24479	skeletal	fibula	
FMA24480	skeletal	right fibula	
FMA24481	skeletal	left fibula	
FMA24482	skeletal	right talus	
FMA24483	skeletal	left talus	
FMA24485	skeletal	patella	
FMA24486	skeletal	right patella	
FMA24487	skeletal	left patella	
FMA24491	skeletal	tarsal bone	
FMA24492	skeletal	metatarsal bone	
FMA24493	skeletal	phalanx of toe	
FMA24496	skeletal	calcaneus	
FMA24497	skeletal	right calcaneus	
FMA24498	skeletal	left calcaneus	
FMA24499	skeletal	navicular bone of foot	
FMA24500	skeletal	navicular bone of right foot	
FMA24501	skeletal	navicular bone of left foot	
FMA24502	skeletal	first metatarsal bone	
FMA24503	skeletal	second metatarsal bone	
FMA24504	skeletal	third metatarsal bone	
FMA24505	skeletal	fourth metatarsal bone	
FMA24506	skeletal	fifth metatarsal bone	
FMA24507	skeletal	right first metatarsal bone	
FMA24508	skeletal	left first metatarsal bone	
FMA24509	skeletal	right second metatarsal bone	
FMA24510	skeletal	left second metatarsal bone	
FMA24511	skeletal	right third metatarsal bone	
FMA24512	skeletal	left third metatarsal bone	
FMA24513	skeletal	right fourth metatarsal bone	
FMA24514	skeletal	left fourth metatarsal bone	
FMA24515	skeletal	right fifth metatarsal bone	
FMA24516	skeletal	left fifth metatarsal bone	
FMA24517	skeletal	cuneiform bone	
FMA24518	skeletal	medial cuneiform bone	
FMA24519	skeletal	intermediate cuneiform bone	
FMA24520	skeletal	lateral cuneiform bone	
FMA24521	skeletal	right medial cuneiform bone	
FMA24522	skeletal	left medial cuneiform bone	
FMA24523	skeletal	right intermediate cuneiform bone	
FMA24524	skeletal	left intermediate cuneiform bone	
FMA24525	skeletal	right lateral cuneiform bone	
FMA24526	skeletal	left lateral cuneiform bone	
FMA24527	skeletal	cuboid bone	
FMA24528	skeletal	right cuboid bone	
FMA24529	skeletal	left cuboid bone	
FMA24551	venous	trunk of intrapulmonary vein	
FMA25058	skeletal	intervertebral disk of axis	
FMA25624	connective	skeletal ligament	
FMA25625	connective	nonskeletal ligament	
FMA30314	venous	venous trunk	
FMA30320	digestive	duct	
FMA31739	respiratory	segment of bronchial tree	
FMA32514	muscular	prevertebral muscle	
FMA32515	muscular	postvertebral muscle	
FMA32516	muscular	extrinsic muscle of shoulder	
FMA32518	muscular	deep extrinsic muscle of shoulder	
FMA32519	skeletal	levator scapulae	
FMA32520	muscular	intrinsic muscle of shoulder	
FMA32525	muscular	rectus capitis posterior major	
FMA32526	muscular	rectus capitis posterior minor	
FMA32527	muscular	obliquus capitis superior	
FMA32528	muscular	obliquus capitis inferior	
FMA32529	muscular	zone of trapezius	
FMA32530	muscular	right rectus capitis posterior major	
FMA32531	muscular	left rectus capitis posterior major	
FMA32532	muscular	right rectus capitis posterior minor	
FMA32533	muscular	left rectus capitis posterior minor	
FMA32534	muscular	right obliquus capitis superior	
FMA32535	muscular	left obliquus capitis superior	
FMA32536	muscular	right obliquus capitis inferior	
FMA32537	muscular	left obliquus capitis inferior	
FMA32540	skeletal	right levator scapulae	
FMA32541	skeletal	left levator scapulae	
FMA32544	muscular	right supraspinatus	
FMA32545	muscular	left supraspinatus	
FMA32546	muscular	infraspinatus	
FMA32547	muscular	right infraspinatus muscle	
FMA32548	muscular	left infraspinatus muscle	
FMA32549	muscular	teres major	
FMA32550	muscular	teres minor	
FMA32551	muscular	right teres major	
FMA32552	muscular	left teres major	
FMA32553	muscular	right teres minor	
FMA32554	muscular	left teres minor	
FMA32556	muscular	transverse part of trapezius	
FMA32557	muscular	descending part of trapezius	
FMA32558	muscular	musculature	
FMA32559	muscular	superficial postvertebral muscle	
FMA32560	muscular	intermediate postvertebral muscle	
FMA32561	muscular	deep postvertebral muscle	
FMA32582	muscular	posterior suboccipital muscle	
FMA32618	skeletal	proximal phalanx of second toe	
FMA32619	skeletal	proximal phalanx of third toe	
FMA32620	skeletal	proximal phalanx of fourth toe	
FMA32621	skeletal	proximal phalanx of little toe	
FMA32623	skeletal	middle phalanx of second toe	
FMA32624	skeletal	middle phalanx of third toe	
FMA32625	skeletal	middle phalanx of fourth toe	
FMA32627	skeletal	distal phalanx of big toe	
FMA32628	skeletal	distal phalanx of second toe	
FMA32629	skeletal	distal phalanx of third toe	
FMA32630	skeletal	distal phalanx of fourth toe	
FMA32631	skeletal	distal phalanx of little toe	
FMA32634	skeletal	proximal phalanx of right second toe	
FMA32635	skeletal	proximal phalanx of left second toe	
FMA32636	skeletal	proximal phalanx of right third toe	
FMA32637	skeletal	proximal phalanx of left third toe	
FMA32638	skeletal	proximal phalanx of right fourth toe	
FMA32639	skeletal	proximal phalanx of left fourth toe	
FMA32640	skeletal	proximal phalanx of right little toe	
FMA32641	skeletal	proximal phalanx of left little toe	
FMA32642	skeletal	middle phalanx of right second toe	
FMA32643	skeletal	middle phalanx of left second toe	
FMA32644	skeletal	middle phalanx of right third toe	
FMA32645	skeletal	middle phalanx of left third toe	
FMA32646	skeletal	middle phalanx of right fourth toe	
FMA32647	skeletal	middle phalanx of left fourth toe	
FMA32650	skeletal	distal phalanx of right big toe	
FMA32651	skeletal	distal phalanx of left big toe	
FMA32652	skeletal	distal phalanx of right second toe	
FMA32653	skeletal	distal phalanx of left second toe	
FMA32654	skeletal	distal phalanx of right third toe	
FMA32655	skeletal	distal phalanx of left third toe	
FMA32656	skeletal	distal phalanx of right fourth toe	
FMA32657	skeletal	distal phalanx of left fourth toe	
FMA32658	skeletal	distal phalanx of right little toe	
FMA32659	skeletal	distal phalanx of left little toe	
FMA32672	skeletal	sesamoid bone	
FMA32884	skeletal	phalanx of big toe	
FMA32899	skeletal	phalanx of second toe	
FMA32900	skeletal	phalanx of third toe	
FMA32901	skeletal	phalanx of fourth toe	
FMA32902	skeletal	phalanx of little toe	
FMA33302	skeletal	proximal carpal bone	
FMA33303	skeletal	distal carpal bone	
FMA33531	muscular	muscle of shoulder	
FMA33584	muscular	transverse part of right trapezius	
FMA33585	muscular	transverse part of left trapezius	
FMA33586	muscular	descending part of right trapezius	
FMA33587	muscular	descending part of left trapezius	
FMA34676	muscular	zone of deltoid	
FMA34677	muscular	clavicular part of deltoid	
FMA34679	muscular	spinal part of deltoid	
FMA34680	muscular	clavicular part of right deltoid	
FMA34681	muscular	clavicular part of left deltoid	
FMA34684	muscular	spinal part of right deltoid	
FMA34685	muscular	spinal part of left deltoid	
FMA34686	muscular	zone of pectoralis major	
FMA34687	muscular	clavicular part of pectoralis major	
FMA34690	muscular	clavicular part of right pectoralis major	
FMA34691	muscular	clavicular part of left pectoralis major	
FMA34696	muscular	sternocostal part of pectoralis major	
FMA35187	connective	interosseous membrane of leg	
FMA35192	connective	interosseous membrane of right leg	
FMA35193	connective	interosseous membrane of left leg	
FMA35477	skeletal	phalanx of thumb	
FMA35480	skeletal	phalanx of index finger	
FMA35483	skeletal	phalanx of middle finger	
FMA35486	skeletal	phalanx of ring finger	
FMA35489	skeletal	phalanx of little finger	
FMA37347	muscular	muscle of pectoral girdle	
FMA37348	muscular	muscle of free upper limb	
FMA37349	muscular	pectoral muscle	
FMA37367	muscular	muscle of pelvic girdle	
FMA37368	muscular	muscle of free lower limb	
FMA37369	muscular	muscle of foot	
FMA37370	muscular	muscle of arm	
FMA37371	muscular	muscle of forearm	
FMA37372	muscular	muscle of hand	
FMA37378	muscular	flexor pollicis brevis	
FMA37379	muscular	opponens pollicis	
FMA37383	muscular	flexor digiti minimi brevis of hand	
FMA37384	muscular	opponens digiti minimi of hand	
FMA37386	muscular	right abductor pollicis brevis	
FMA37387	muscular	left abductor pollicis brevis	
FMA37388	muscular	right flexor pollicis brevis	
FMA37389	muscular	left flexor pollicis brevis	
FMA37390	muscular	right opponens pollicis	
FMA37391	muscular	left opponens pollicis	
FMA37398	muscular	flexor digiti minimi brevis of right hand	
FMA37399	muscular	flexor digiti minimi brevis of left hand	
FMA37400	muscular	opponens digiti minimi of right hand	
FMA37401	muscular	opponens digiti minimi of left hand	
FMA37450	muscular	flexor digitorum brevis	
FMA37452	muscular	flexor accessorius	
FMA37453	muscular	lumbrical of foot	
FMA37455	muscular	flexor digiti minimi brevis of foot	
FMA37456	muscular	interosseous of foot	
FMA37458	muscular	plantar interosseous of foot	
FMA37459	muscular	right abductor hallucis	
FMA37460	muscular	left abductor hallucis	
FMA37461	muscular	right flexor digitorum brevis	
FMA37462	muscular	left flexor digitorum brevis	
FMA37465	muscular	right flexor accessorius	
FMA37466	muscular	left flexor accessorius	
FMA37471	muscular	flexor digiti minimi brevis of right foot	
FMA37472	muscular	flexor digiti minimi brevis of left foot	
FMA37479	muscular	first lumbrical of foot	
FMA37480	muscular	second lumbrical of foot	
FMA37481	muscular	third lumbrical of foot	
FMA37482	muscular	fourth lumbrical of foot	
FMA37483	muscular	fourth lumbrical of right foot	
FMA37484	muscular	fourth lumbrical of left foot	
FMA37485	muscular	third lumbrical of right foot	
FMA37486	muscular	third lumbrical of left foot	
FMA37664	muscular	coracobrachialis	
FMA37665	muscular	right coracobrachialis	
FMA37666	muscular	left coracobrachialis	
FMA37668	muscular	right brachialis	
FMA37669	muscular	left brachialis	
FMA37682	muscular	short head of biceps brachii	
FMA37683	muscular	long head of biceps brachii	
FMA37684	muscular	short head of right biceps brachii	
FMA37685	muscular	short head of left biceps brachii	
FMA37686	muscular	long head of right biceps brachii	
FMA37687	muscular	long head of left biceps brachii	
FMA37692	muscular	long head of triceps brachii	
FMA37693	muscular	medial head of triceps brachii	
FMA37694	muscular	lateral head of triceps brachii	
FMA37695	muscular	medial head of right triceps brachii	
FMA37696	muscular	medial head of left triceps brachii	
FMA37697	muscular	lateral head of right triceps brachii	
FMA37698	muscular	lateral head of left triceps brachii	
FMA37699	muscular	long head of right triceps brachii	
FMA37700	muscular	long head of left triceps brachii	
FMA37705	muscular	right anconeus	
FMA37706	muscular	left anconeus	
FMA37711	muscular	muscle of anterior compartment of arm	
FMA37712	muscular	muscle of posterior compartment of arm	
FMA37717	muscular	first lumbrical of right foot	
FMA37718	muscular	first lumbrical of left foot	
FMA37719	muscular	second lumbrical of right foot	
FMA37720	muscular	second lumbrical of left foot	
FMA37738	muscular	first plantar interosseous of foot	
FMA37739	muscular	second plantar interosseous of foot	
FMA37740	muscular	third plantar interosseous of foot	
FMA37741	muscular	third plantar interosseous of right foot	
FMA37742	muscular	third plantar interosseous of left foot	
FMA37743	muscular	second plantar interosseous of right foot	
FMA37744	muscular	second plantar interosseous of left foot	
FMA37745	muscular	first plantar interosseous of right foot	
FMA37746	muscular	first plantar interosseous of left foot	
FMA38453	muscular	pronator quadratus	
FMA38454	muscular	right pronator quadratus	
FMA38455	muscular	left pronator quadratus	
FMA38456	muscular	muscle of anterior compartment of forearm	
FMA38459	muscular	flexor carpi radialis	
FMA38460	muscular	right flexor carpi radialis	
FMA38461	muscular	left flexor carpi radialis	
FMA38462	muscular	palmaris longus	
FMA38463	muscular	right palmaris longus	
FMA38464	muscular	left palmaris longus	
FMA38469	muscular	flexor digitorum superficialis	
FMA38470	muscular	right flexor digitorum superficialis	
FMA38471	muscular	left flexor digitorum superficialis	
FMA38472	muscular	superficial muscle of anterior compartment of forearm	
FMA38475	muscular	deep muscle of anterior compartment of forearm	
FMA38478	muscular	flexor digitorum profundus	
FMA38479	muscular	right flexor digitorum profundus	
FMA38480	muscular	left flexor digitorum profundus	
FMA38481	muscular	flexor pollicis longus	
FMA38482	muscular	right flexor pollicis longus	
FMA38484	muscular	left flexor pollicis longus	
FMA38486	muscular	right brachioradialis	
FMA38487	muscular	left brachioradialis	
FMA38488	muscular	muscle of posterior compartment of forearm	
FMA38491	muscular	superficial muscle of posterior compartment of forearm	
FMA38494	muscular	extensor carpi radialis longus	
FMA38495	muscular	right extensor carpi radialis longus	
FMA38496	muscular	left extensor carpi radialis longus	
FMA38497	muscular	extensor carpi radialis brevis	
FMA38498	muscular	right extensor carpi radialis brevis	
FMA38499	muscular	left extensor carpi radialis brevis	
FMA38500	muscular	extensor digitorum	
FMA38501	muscular	right extensor digitorum	
FMA38502	muscular	left extensor digitorum	
FMA38503	muscular	extensor digiti minimi	
FMA38504	muscular	right extensor digiti minimi	
FMA38505	muscular	left extensor digiti minimi	
FMA38506	muscular	extensor carpi ulnaris	
FMA38507	muscular	right extensor carpi ulnaris	
FMA38508	muscular	left extensor carpi ulnaris	
FMA38509	muscular	deep muscle of posterior compartment of forearm	
FMA38512	muscular	supinator	
FMA38513	muscular	right supinator	
FMA38514	muscular	left supinator	
